ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency, AmtWines , AmtFruits , AmtMeatProducts , AmtFishProducts , AmtSweetProducts , AmtGoldProds ,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,TotalCampaignsAccepted,AgeGroup,HouseholdSize,TotalSpend,EngagementScore
6261,1979,Graduation,Married," $58,025.00 ",0,1,26/11/2013,81, $270 , $31 , $88 , $11 , $48 , $22 ,3,3,2,10,4,0,0,0,0,0,0,0,India,35,0,Adult,1,470,22
6376,1979,Graduation,Single," $57,537.00 ",1,0,06/10/2013,83, $191 , $56 , $139 , $51 , $8 , $100 ,4,4,3,8,4,0,0,0,0,0,0,0,Australia,35,0,Adult,1,545,23
2849,1979,Graduation,Single," $60,474.00 ",0,1,04/01/2013,25, $265 , $199 , $303 , $234 , $9 , $170 ,7,10,2,12,7,0,0,0,0,0,0,0,Canada,35,0,Adult,1,1180,38
5376,1979,Graduation,Married," $2,447.00 ",1,0,01/06/2013,42, $1 , $1 ," $1,725 ", $1 , $1 , $1 ,15,0,28,0,1,0,0,0,0,0,0,0,US,35,0,Adult,1,1730,44
1456,1979,Graduation,Single," $60,474.00 ",0,1,04/01/2013,25, $265 , $199 , $303 , $234 , $9 , $170 ,7,10,2,12,7,0,0,0,0,0,0,0,India,35,0,Adult,1,1180,38
4478,1979,Graduation,Married," $63,777.00 ",1,1,24/03/2013,87, $457 , $5 , $106 , $15 , $17 , $53 ,8,11,1,6,8,0,0,0,0,0,0,0,India,35,0,Adult,2,653,34
6173,1979,Graduation,Together," $77,298.00 ",0,1,11/02/2013,46, $425 , $115 , $292 , $23 , $35 , $79 ,1,6,6,11,3,0,0,0,0,0,0,0,Spain,35,0,Adult,1,969,27
1630,1979,Graduation,Single," $61,825.00 ",0,1,08/07/2013,56, $162 , $50 , $100 , $55 , $30 , $27 ,1,4,2,8,4,0,0,0,0,0,0,0,Spain,35,0,Adult,1,424,19
5077,1979,Graduation,Together," $77,298.00 ",0,1,11/02/2013,46, $425 , $115 , $292 , $23 , $35 , $79 ,1,6,6,11,3,0,0,0,0,0,0,0,Canada,35,0,Adult,1,969,27
4320,1979,Graduation,Single," $60,152.00 ",0,1,28/03/2013,6, $325 , $83 , $300 , $86 , $58 , $91 ,1,6,4,12,3,0,0,0,0,0,0,0,Spain,35,0,Adult,1,943,26
9964,1979,Graduation,Single," $61,825.00 ",0,1,08/07/2013,56, $162 , $50 , $100 , $55 , $30 , $27 ,1,4,2,8,4,0,0,0,0,0,0,0,Spain,35,0,Adult,1,424,19
1655,1979,Graduation,Together," $34,350.00 ",1,0,19/10/2013,81, $16 , $3 , $15 , $2 , $1 , $11 ,1,1,0,3,7,0,0,0,0,0,0,0,Australia,35,0,Adult,1,48,12
9937,1979,Graduation,Single," $70,337.00 ",0,0,01/02/2014,75, $187 , $81 , $149 , $25 , $43 , $91 ,1,2,2,12,1,0,0,0,0,0,0,0,US,35,0,Adult,0,576,18
10708,1978,2n Cycle,Single," $36,975.00 ",1,0,28/12/2013,50, $10 , $6 , $11 , $-   , $4 , $2 ,1,1,0,3,7,0,0,0,0,0,0,0,Spain,36,0,Adult,1,33,12
7264,1978,2n Cycle,Single," $52,195.00 ",2,1,05/12/2014,2, $12 , $-   , $4 , $-   , $-   , $1 ,1,1,0,2,8,0,0,0,0,0,0,0,South Africa,36,0,Adult,3,17,12
4838,1978,Graduation,Together," $22,775.00 ",1,0,19/06/2013,40, $5 , $1 , $8 , $-   , $-   , $1 ,1,1,0,2,8,0,0,0,0,0,0,0,India,36,0,Adult,1,15,12
322,1978,Graduation,Together," $42,554.00 ",1,1,01/12/2013,93, $29 , $1 , $11 , $-   , $-   , $-   ,2,2,0,3,4,0,0,0,0,0,0,0,Australia,36,0,Adult,2,41,11
10207,1978,Graduation,Together," $22,775.00 ",1,0,19/06/2013,40, $5 , $1 , $8 , $-   , $-   , $1 ,1,1,0,2,8,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,15,12
7393,1978,Graduation,Together," $41,580.00 ",1,1,12/10/2012,15, $56 , $5 , $24 , $4 , $-   , $3 ,3,2,1,3,5,0,0,0,0,0,0,0,Spain,36,0,Adult,2,92,14
9283,1978,Graduation,Single," $60,199.00 ",1,2,09/12/2013,49, $8 , $1 , $7 , $2 , $-   , $-   ,1,0,0,3,4,0,0,0,0,0,0,0,Canada,36,0,Adult,3,18,8
8737,1978,Graduation,Divorced," $55,563.00 ",0,1,04/05/2014,22, $29 , $1 , $9 , $2 , $-   , $2 ,1,2,0,3,3,0,0,0,0,0,0,0,Spain,36,0,Adult,1,43,9
3081,1978,PhD,Married," $41,014.00 ",1,0,22/04/2013,65, $7 , $2 , $6 , $2 , $-   , $3 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain,36,0,Adult,1,20,11
4240,1978,Graduation,Married," $17,345.00 ",1,0,11/03/2012,79, $4 , $9 , $16 , $17 , $-   , $12 ,2,2,1,2,8,0,0,0,0,0,0,0,Spain,36,0,Adult,1,58,15
6619,1978,Graduation,Married," $38,415.00 ",1,1,01/02/2013,91, $22 , $1 , $13 , $4 , $-   , $4 ,2,1,0,3,7,0,0,0,0,0,0,0,Spain,36,0,Adult,2,44,13
1663,1978,PhD,Together," $34,043.00 ",1,0,25/10/2013,97, $20 , $2 , $14 , $3 , $-   , $10 ,1,2,0,2,9,0,0,0,0,0,0,0,Spain,36,0,Adult,1,49,14
367,1978,2n Cycle,Married," $36,550.00 ",1,0,19/02/2013,74, $47 , $90 , $94 , $123 , $103 , $120 ,5,9,1,5,9,0,0,0,0,0,0,0,Canada,36,0,Adult,1,577,29
3270,1978,2n Cycle,Together," $17,117.00 ",1,0,17/01/2013,96, $12 , $23 , $38 , $30 , $18 , $7 ,4,3,1,3,9,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,128,20
1291,1978,PhD,Together," $27,683.00 ",1,0,08/04/2012,90, $152 , $9 , $121 , $12 , $12 , $45 ,4,6,2,4,8,0,0,0,0,0,0,0,Spain,36,0,Adult,1,351,24
2320,1978,2n Cycle,Married," $47,025.00 ",0,1,09/12/2013,98, $508 , $11 , $59 , $23 , $5 , $29 ,5,11,1,6,9,0,0,0,0,0,0,0,Spain,36,0,Adult,1,635,32
11187,1978,Basic,Single," $26,487.00 ",1,0,20/05/2013,23, $2 , $8 , $10 , $12 , $14 , $23 ,3,2,1,3,5,0,0,0,0,0,0,0,Canada,36,0,Adult,1,69,14
8181,1978,2n Cycle,Single," $38,593.00 ",1,0,13/09/2013,42, $51 , $12 , $49 , $17 , $24 , $24 ,3,4,1,3,8,0,0,0,0,0,0,0,Spain,36,0,Adult,1,177,19
6919,1978,2n Cycle,Married," $26,224.00 ",1,0,06/04/2013,39, $4 , $7 , $15 , $13 , $9 , $15 ,3,2,1,3,6,0,0,0,0,0,0,0,Spain,36,0,Adult,1,63,15
7761,1978,2n Cycle,Together," $38,702.00 ",1,0,08/01/2013,71, $13 , $11 , $24 , $13 , $8 , $40 ,2,3,0,4,6,0,0,0,0,0,0,0,Australia,36,0,Adult,1,109,15
2930,1978,Master,Single," $68,092.00 ",0,0,16/12/2013,7, $852 , $60 , $207 , $78 , $36 , $48 ,2,2,6,10,5,0,0,0,0,0,0,0,South Africa,36,0,Adult,0,1281,25
7034,1978,2n Cycle,Married," $25,804.00 ",1,0,09/01/2013,34, $8 , $7 , $9 , $13 , $6 , $12 ,2,2,0,3,8,0,0,0,0,0,0,0,Canada,36,0,Adult,1,55,15
448,1978,PhD,Single," $54,880.00 ",1,0,03/01/2013,57, $308 , $85 , $137 , $102 , $45 , $118 ,2,6,2,11,5,0,0,0,0,0,0,0,Spain,36,0,Adult,1,795,26
4066,1978,2n Cycle,Divorced," $21,282.00 ",1,0,05/11/2014,76, $1 , $5 , $8 , $4 , $8 , $20 ,2,2,1,2,6,0,0,0,0,0,0,0,Spain,36,0,Adult,1,46,13
1440,1978,2n Cycle,Together," $52,513.00 ",0,0,09/04/2012,84, $367 , $17 , $241 , $104 , $188 , $232 ,2,9,5,9,7,0,0,0,0,0,0,0,Spain,36,0,Adult,0,1149,32
7631,1978,Master,Together," $61,346.00 ",1,0,10/06/2013,34, $562 , $58 , $168 , $43 , $16 , $142 ,1,5,7,10,3,0,0,0,0,0,0,0,India,36,0,Adult,1,989,26
933,1978,PhD,Married," $37,717.00 ",1,0,23/11/2012,31, $9 , $-   , $6 , $4 , $1 , $5 ,1,1,0,2,9,0,0,0,0,0,0,0,Spain,36,0,Adult,1,25,13
9396,1978,PhD,Married," $37,717.00 ",1,0,23/11/2012,31, $9 , $-   , $6 , $4 , $1 , $5 ,1,1,0,2,9,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,25,13
10812,1978,PhD,Married," $46,377.00 ",1,0,03/01/2014,89, $37 , $-   , $46 , $4 , $3 , $-   ,1,2,1,3,4,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,90,11
1834,1978,Master,Single," $35,544.00 ",1,0,03/08/2014,77, $30 , $5 , $23 , $4 , $1 , $4 ,1,2,0,3,7,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,67,13
8164,1978,PhD,Married," $82,170.00 ",0,0,25/11/2013,13," $1,023 ", $93 , $651 , $49 , $55 , $37 ,1,5,6,7,2,0,0,0,0,0,0,0,South Africa,36,0,Adult,0,1908,21
3870,1978,2n Cycle,Together," $63,855.00 ",0,0,02/09/2013,28, $359 , $35 , $314 , $93 , $116 , $89 ,1,7,3,13,4,0,0,0,0,0,0,0,Germany,36,0,Adult,0,1006,28
1168,1978,PhD,Married," $72,159.00 ",0,0,29/10/2012,62, $322 , $53 , $899 , $34 , $40 , $53 ,1,4,6,10,2,0,0,0,0,0,0,0,Spain,36,0,Adult,0,1401,23
1773,1978,2n Cycle,Married," $12,393.00 ",0,0,12/04/2012,38, $5 , $6 , $15 , $11 , $7 , $13 ,1,2,0,3,9,0,0,0,0,0,0,0,South Africa,36,0,Adult,0,57,15
10196,1978,Graduation,Married," $71,427.00 ",2,0,03/12/2014,26, $212 , $123 , $177 , $15 , $64 , $23 ,2,8,2,8,4,0,0,0,0,0,0,0,US,36,0,Adult,2,614,24
6201,1978,Graduation,Single," $38,643.00 ",1,1,29/11/2013,45, $22 , $2 , $14 , $-   , $1 , $10 ,2,2,0,3,7,0,0,0,0,0,0,1,Spain,36,0,Adult,2,49,14
3629,1978,Graduation,Single," $38,557.00 ",1,0,19/12/2012,17, $76 , $3 , $31 , $4 , $4 , $27 ,2,3,1,3,7,0,0,0,0,0,0,0,Canada,36,0,Adult,1,145,16
2736,1978,Graduation,Married," $73,807.00 ",0,1,01/02/2013,88, $366 , $124 , $156 , $71 , $78 , $54 ,2,5,5,11,2,0,0,0,0,0,0,0,India,36,0,Adult,1,849,25
1715,1978,Graduation,Together," $25,851.00 ",1,0,02/11/2013,45, $9 , $4 , $18 , $7 , $5 , $5 ,2,2,0,3,7,0,0,0,0,0,0,0,Australia,36,0,Adult,1,48,14
2958,1978,Graduation,Married," $28,442.00 ",2,0,24/02/2014,53, $19 , $3 , $10 , $11 , $8 , $6 ,3,2,1,4,4,0,0,0,0,0,0,0,Spain,36,0,Adult,2,57,14
1307,1978,Graduation,Divorced," $41,986.00 ",0,1,02/09/2014,15, $27 , $5 , $8 , $8 , $3 , $12 ,3,3,0,4,4,0,0,0,0,0,0,0,Spain,36,0,Adult,1,63,14
8687,1978,Graduation,Together," $53,172.00 ",0,1,05/06/2013,54, $121 , $62 , $90 , $68 , $20 , $125 ,3,2,3,8,3,0,0,0,0,0,0,0,India,36,0,Adult,1,486,19
8727,1978,Graduation,Divorced," $63,693.00 ",0,1,14/10/2013,63, $587 , $43 , $337 , $42 , $87 , $54 ,3,11,6,9,6,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,1150,35
9829,1978,Graduation,Together," $28,587.00 ",1,0,02/12/2014,42, $22 , $4 , $17 , $12 , $10 , $13 ,3,2,0,4,6,0,0,0,0,0,0,0,Spain,36,0,Adult,1,78,15
10403,1978,Graduation,Together," $16,531.00 ",1,0,18/06/2014,43, $2 , $13 , $6 , $7 , $5 , $11 ,3,3,0,3,7,0,0,0,0,0,0,0,Canada,36,0,Adult,1,44,16
3056,1978,Graduation,Divorced," $63,693.00 ",0,1,14/10/2013,63, $587 , $43 , $337 , $42 , $87 , $54 ,3,11,6,9,6,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,1150,35
6355,1978,Graduation,Married," $44,359.00 ",1,1,17/06/2014,19, $20 , $-   , $14 , $7 , $3 , $1 ,3,2,0,4,3,0,0,0,0,0,0,0,Spain,36,0,Adult,2,45,12
9384,1978,Graduation,Married," $66,373.00 ",1,1,06/12/2013,57, $328 , $9 , $124 , $12 , $24 , $109 ,7,4,2,10,3,0,0,0,0,0,0,0,Australia,36,0,Adult,2,606,26
9381,1978,Graduation,Married," $66,373.00 ",1,1,06/12/2013,57, $328 , $9 , $124 , $12 , $24 , $109 ,7,4,2,10,3,0,0,0,0,0,0,0,Australia,36,0,Adult,2,606,26
11075,1978,Graduation,Married," $51,267.00 ",1,1,29/10/2013,37, $183 , $2 , $64 , $7 , $2 , $12 ,4,3,3,5,4,0,0,0,0,0,0,0,Canada,36,0,Adult,2,270,19
7250,1978,Graduation,Together," $57,867.00 ",1,0,10/01/2013,48, $344 , $35 , $178 , $15 , $23 , $17 ,7,7,2,9,6,0,0,0,0,0,0,0,Canada,36,0,Adult,1,612,31
10821,1978,Graduation,Married," $57,113.00 ",1,1,02/06/2013,45, $182 , $4 , $33 , $-   , $2 , $42 ,6,4,1,5,7,0,0,0,0,0,0,0,Spain,36,0,Adult,2,263,23
10641,1978,Graduation,Single," $7,500.00 ",1,1,27/12/2012,5, $6 , $5 , $4 , $13 , $4 , $25 ,4,2,1,3,6,0,0,0,0,0,0,0,Spain,36,0,Adult,2,57,16
1710,1978,Graduation,Single," $30,168.00 ",1,0,03/07/2013,51, $154 , $20 , $66 , $-   , $12 , $27 ,7,6,1,4,9,0,0,0,0,0,0,0,Spain,36,0,Adult,1,279,27
4653,1978,Graduation,Together," $42,011.00 ",1,0,26/03/2013,46, $131 , $-   , $16 , $2 , $1 , $39 ,4,3,1,4,8,0,0,0,0,0,0,0,South Africa,36,0,Adult,1,189,20
8650,1978,Graduation,Widow," $54,162.00 ",1,1,18/03/2013,31, $5 , $6 , $10 , $6 , $5 , $10 ,1,1,0,3,4,0,0,0,0,0,0,0,Spain,36,0,Adult,2,42,9
2202,1978,Graduation,Together," $41,154.00 ",0,1,04/09/2013,98, $44 , $2 , $11 , $2 , $3 , $7 ,1,1,0,4,5,0,0,0,0,0,0,0,Spain,36,0,Adult,1,69,11
6310,1978,Graduation,Married," $33,039.00 ",1,0,09/09/2013,4, $30 , $8 , $12 , $8 , $8 , $12 ,1,2,0,4,5,0,0,0,0,0,0,0,Canada,36,0,Adult,1,78,12
528,1978,Graduation,Married," $65,819.00 ",0,0,29/11/2012,99, $267 , $38 , $701 , $149 , $165 , $63 ,1,5,4,10,3,0,0,0,0,0,0,0,India,36,0,Adult,0,1383,23
2875,1978,Graduation,Married," $67,023.00 ",0,0,03/04/2014,93, $444 , $44 , $382 , $11 , $8 , $17 ,1,3,7,13,2,0,0,0,0,0,0,1,Spain,36,0,Adult,0,906,26
7685,1978,Graduation,Married," $33,039.00 ",1,0,09/09/2013,4, $30 , $8 , $12 , $8 , $8 , $12 ,1,2,0,4,5,0,0,0,0,0,0,0,Spain,36,0,Adult,1,78,12
7732,1978,Graduation,Married," $64,813.00 ",1,0,01/02/2014,81, $293 , $-   , $124 , $179 , $97 , $52 ,1,7,2,10,5,0,0,0,0,0,0,0,Spain,36,0,Adult,1,745,25
5961,1978,Graduation,Married," $42,693.00 ",1,0,06/07/2014,29, $8 , $4 , $20 , $6 , $3 , $16 ,1,1,0,3,5,0,0,0,0,0,0,0,Spain,36,0,Adult,1,57,10
7573,1978,PhD,Single," $31,626.00 ",1,0,05/10/2013,12, $39 , $1 , $9 , $2 , $1 , $34 ,1,2,1,2,7,1,0,0,0,0,1,0,Germany,36,2,Adult,1,86,13
9733,1978,Basic,Together," $24,882.00 ",1,0,09/09/2012,52, $1 , $4 , $10 , $29 , $-   , $36 ,1,1,1,2,6,1,0,0,0,0,0,0,India,36,1,Adult,1,80,11
3706,1978,Graduation,Single," $28,647.00 ",1,0,21/08/2013,54, $19 , $8 , $29 , $-   , $12 , $26 ,1,2,2,2,7,1,0,0,0,0,1,0,Spain,36,2,Adult,1,94,14
2535,1978,Master,Married," $88,097.00 ",1,0,18/08/2012,24, $163 , $-   , $480 , $-   , $126 , $75 ,1,6,5,8,9,0,1,1,1,0,1,0,Spain,36,4,Adult,1,844,29
8462,1978,Basic,Together," $24,882.00 ",1,0,09/09/2012,52, $1 , $4 , $10 , $29 , $-   , $36 ,1,1,1,2,6,1,0,0,0,0,0,0,Spain,36,1,Adult,1,80,11
4331,1978,Master,Together," $85,738.00 ",0,0,23/01/2014,41, $913 , $26 , $376 , $17 , $26 , $13 ,1,3,6,11,1,0,1,1,0,0,0,0,Spain,36,2,Adult,0,1371,22
1215,1978,Graduation,Together," $70,440.00 ",0,0,10/08/2013,49, $690 , $117 , $499 , $76 , $102 , $88 ,1,5,10,7,3,0,0,0,1,0,0,0,Spain,36,1,Adult,0,1572,26
8492,1978,Graduation,Together," $75,437.00 ",0,0,11/09/2013,25, $795 , $-   , $545 , $95 , $58 , $-   ,1,8,4,10,6,0,0,0,1,0,0,0,Spain,36,1,Adult,0,1493,29
2008,1978,Graduation,Married," $77,583.00 ",0,0,02/10/2014,93, $372 , $23 , $384 , $250 , $12 , $108 ,1,4,5,9,2,0,0,0,1,0,0,0,South Africa,36,1,Adult,0,1149,21
7912,1978,Graduation,Married," $38,136.00 ",1,0,22/04/2013,69, $8 , $15 , $27 , $-   , $20 , $33 ,2,3,1,2,8,1,0,0,0,0,0,0,US,36,1,Adult,1,103,16
8720,1978,2n Cycle,Together,  ,0,0,08/12/2012,53, $32 , $2 ," $1,607 ", $12 , $4 , $22 ,0,0,0,1,0,0,1,0,0,0,0,0,India,36,1,Adult,0,1679,1
6384,1978,Graduation,Divorced," $71,022.00 ",0,1,02/11/2014,30, $909 , $12 , $278 , $-   , $12 , $242 ,3,5,2,11,8,1,0,0,0,0,0,0,US,36,1,Adult,1,1453,29
10846,1978,Master,Married," $43,783.00 ",1,0,29/05/2014,22, $327 , $9 , $125 , $25 , $4 , $139 ,6,7,1,8,7,1,0,0,0,0,0,0,Canada,36,1,Adult,1,629,29
2931,1978,Graduation,Divorced," $71,847.00 ",0,0,21/09/2012,95, $737 , $21 , $106 , $55 , $63 , $210 ,0,6,7,9,3,0,0,0,1,0,0,0,Spain,36,1,Adult,0,1192,25
7128,1977,PhD,Single," $42,997.00 ",1,1,12/07/2013,91, $4 , $-   , $5 , $-   , $1 , $5 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain,37,0,Adult,2,15,11
500,1977,Graduation,Together," $96,876.00 ",0,0,08/06/2013,79, $908 , $43 , $735 , $40 , $194 , $21 ,1,7,7,9,2,0,1,1,1,0,1,0,Spain,37,4,Adult,0,1941,26
2186,1977,2n Cycle,Together," $82,326.00 ",0,0,03/10/2014,30, $938 , $142 , $754 , $159 , $81 , $183 ,1,5,10,6,2,0,1,1,1,0,1,0,Spain,37,4,Adult,0,2257,24
3865,1977,2n Cycle,Together," $20,981.00 ",0,0,30/04/2013,14, $2 , $12 , $10 , $6 , $13 , $30 ,1,3,1,2,8,0,0,0,0,0,1,0,Canada,37,1,Adult,0,73,15
2798,1977,PhD,Together," $102,160.00 ",0,0,11/02/2012,54, $763 , $29 , $138 , $76 , $176 , $58 ,0,7,9,10,4,0,1,1,1,0,1,0,South Africa,37,4,Adult,0,1240,30
2574,1977,PhD,Married," $61,996.00 ",0,1,31/01/2013,27," $1,050 ", $12 , $144 , $-   , $-   , $24 ,3,6,4,8,5,0,1,0,1,1,1,0,Spain,37,4,Adult,1,1230,26
10971,1977,Graduation,Single," $37,774.00 ",2,0,09/03/2012,28, $173 , $8 , $107 , $7 , $2 , $176 ,4,7,2,3,9,1,0,0,0,0,1,1,Spain,37,2,Adult,2,473,25
10507,1977,2n Cycle,Divorced," $59,601.00 ",0,1,25/07/2013,14, $691 , $7 , $69 , $-   , $7 , $23 ,4,2,2,7,8,0,1,0,0,0,0,0,US,37,1,Adult,1,797,23
6215,1977,Graduation,Married," $31,353.00 ",1,1,29/12/2013,24, $10 , $-   , $10 , $3 , $1 , $7 ,2,1,1,2,8,0,0,0,0,0,1,0,South Africa,37,1,Adult,2,31,14
8685,1977,Graduation,Married," $42,014.00 ",1,0,17/08/2012,56, $244 , $15 , $108 , $4 , $15 , $50 ,6,7,1,6,8,0,0,0,0,0,1,0,South Africa,37,1,Adult,1,436,28
3340,1977,Graduation,Married," $42,014.00 ",1,0,17/08/2012,56, $244 , $15 , $108 , $4 , $15 , $50 ,6,7,1,6,8,0,0,0,0,0,1,0,Canada,37,1,Adult,1,436,28
5121,1977,Graduation,Single," $56,628.00 ",0,1,21/03/2014,30, $479 , $5 , $82 , $7 , $17 , $171 ,2,7,6,5,5,1,0,0,0,0,0,0,Canada,37,1,Adult,1,761,25
10521,1977,Graduation,Married," $54,809.00 ",1,1,09/11/2013,0, $63 , $6 , $57 , $13 , $13 , $22 ,4,2,1,5,4,0,0,0,0,0,1,0,Spain,37,1,Adult,2,174,16
4769,1977,Master,Together," $57,954.00 ",1,1,18/06/2014,52, $456 , $4 , $24 , $-   , $-   , $9 ,7,8,2,6,7,0,1,0,0,0,0,0,Spain,37,1,Adult,2,493,30
5331,1977,Graduation,Married," $74,985.00 ",0,0,09/11/2012,8, $587 , $51 , $898 , $247 , $-   , $86 ,1,3,6,7,2,0,0,0,0,0,0,0,Germany,37,0,Adult,0,1869,19
6958,1977,Master,Married," $27,889.00 ",1,0,07/05/2013,42, $14 , $-   , $4 , $-   , $-   , $8 ,1,1,1,2,6,0,0,0,0,0,0,0,Australia,37,0,Adult,1,26,11
10581,1977,Graduation,Married," $41,124.00 ",1,0,31/10/2012,41, $281 , $7 , $84 , $15 , $-   , $119 ,7,7,3,4,8,0,0,0,0,0,0,0,Spain,37,0,Adult,1,506,29
6295,1977,Graduation,Married," $54,233.00 ",0,1,02/04/2013,46, $652 , $8 , $158 , $21 , $-   , $142 ,4,11,6,5,8,0,0,0,0,0,0,0,Spain,37,0,Adult,1,981,34
3665,1977,2n Cycle,Together," $25,315.00 ",1,0,11/07/2013,46, $1 , $9 , $8 , $11 , $3 , $22 ,3,3,0,3,8,0,0,0,0,0,0,0,Spain,37,0,Adult,1,54,17
3469,1977,PhD,Divorced," $34,487.00 ",1,1,09/06/2012,94, $19 , $18 , $33 , $24 , $1 , $8 ,3,3,0,3,9,0,0,0,0,0,0,0,Spain,37,0,Adult,2,103,18
4679,1977,Master,Married," $78,710.00 ",0,1,23/05/2014,42, $721 , $-   , $152 , $119 , $50 , $50 ,3,7,6,12,4,0,0,0,0,0,0,0,Spain,37,0,Adult,1,1092,32
5510,1977,Master,Married," $43,263.00 ",0,1,21/11/2012,2, $262 , $6 , $61 , $-   , $10 , $102 ,3,5,2,6,5,0,0,0,0,0,0,0,Spain,37,0,Adult,1,441,21
2952,1977,Master,Single," $36,273.00 ",1,0,16/04/2014,80, $29 , $3 , $30 , $3 , $2 , $9 ,2,3,0,3,6,0,0,0,0,0,0,0,Spain,37,0,Adult,1,76,14
7181,1977,Graduation,Married," $30,368.00 ",0,1,11/07/2013,97, $35 , $-   , $13 , $2 , $-   , $2 ,2,2,0,3,8,0,0,0,0,0,0,0,Spain,37,0,Adult,1,52,15
164,1977,PhD,Married," $28,973.00 ",0,0,13/10/2012,59, $206 , $-   , $46 , $3 , $2 , $12 ,2,5,1,5,8,0,0,0,0,0,0,0,Spain,37,0,Adult,0,269,21
2225,1977,Graduation,Divorced," $82,582.00 ",0,0,06/07/2014,54, $510 , $120 , $550 , $156 , $40 , $241 ,1,4,9,7,1,1,0,0,1,0,1,0,Australia,37,3,Adult,0,1617,22
5263,1977,2n Cycle,Married," $31,056.00 ",1,0,22/01/2013,99, $5 , $10 , $13 , $3 , $8 , $16 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain,37,0,Adult,1,55,13
3112,1977,Master,Married," $22,701.00 ",1,0,09/05/2013,2, $2 , $4 , $9 , $-   , $4 , $5 ,1,1,0,3,5,0,0,0,0,0,0,0,Spain,37,0,Adult,1,24,10
618,1977,PhD,Married," $69,389.00 ",0,1,28/09/2012,17, $422 , $7 , $238 , $69 , $46 , $15 ,1,7,2,12,4,0,0,0,0,0,0,0,Australia,37,0,Adult,1,797,26
5512,1977,Master,Married," $55,842.00 ",0,1,23/05/2014,19, $451 , $-   , $39 , $-   , $4 , $24 ,1,7,1,8,5,0,0,0,0,0,0,0,Spain,37,0,Adult,1,518,22
2546,1977,2n Cycle,Single," $31,878.00 ",0,1,22/06/2014,7, $23 , $4 , $5 , $10 , $5 , $23 ,1,1,0,4,3,0,0,0,0,0,0,0,Spain,37,0,Adult,1,70,9
713,1977,Master,Married," $50,353.00 ",0,0,06/08/2014,72, $141 , $15 , $153 , $67 , $31 , $35 ,1,4,4,6,3,0,0,0,0,0,0,0,Spain,37,0,Adult,0,442,18
1010,1977,Graduation,Together," $46,931.00 ",2,1,24/04/2014,94, $41 , $-   , $17 , $3 , $1 , $16 ,2,1,1,3,3,0,0,0,0,0,0,0,Spain,37,0,Adult,3,78,10
7224,1977,Graduation,Married," $31,353.00 ",1,1,29/12/2013,24, $10 , $-   , $10 , $3 , $1 , $7 ,2,1,1,2,8,0,0,0,0,0,0,0,India,37,0,Adult,2,31,14
7629,1977,Graduation,Married," $22,108.00 ",1,1,05/08/2014,46, $5 , $3 , $9 , $6 , $2 , $6 ,2,2,0,3,7,0,0,0,0,0,0,0,Spain,37,0,Adult,2,31,14
1331,1977,Graduation,Single," $35,790.00 ",1,0,01/02/2013,54, $12 , $6 , $20 , $30 , $1 , $3 ,2,2,0,3,7,0,0,0,0,0,0,0,Australia,37,0,Adult,1,72,14
5063,1977,Graduation,Single," $28,769.00 ",1,0,18/12/2012,76, $41 , $5 , $129 , $10 , $3 , $3 ,3,4,1,4,9,0,0,0,0,0,0,0,Spain,37,0,Adult,1,191,21
9432,1977,Graduation,Together," $666,666.00 ",1,0,06/02/2013,23, $9 , $14 , $18 , $8 , $1 , $12 ,4,3,1,3,6,0,0,0,0,0,0,0,South Africa,37,0,Adult,1,62,17
4931,1977,Graduation,Together," $157,146.00 ",0,0,29/04/2013,13, $1 , $-   ," $1,725 ", $2 , $1 , $1 ,0,0,28,0,1,0,0,0,0,0,0,0,South Africa,37,0,Adult,0,1730,29
4864,1977,Graduation,Married," $34,380.00 ",1,0,05/02/2013,68, $72 , $7 , $58 , $13 , $1 , $24 ,4,4,1,3,8,0,0,0,0,0,0,0,Canada,37,0,Adult,1,175,20
4786,1977,Graduation,Married," $75,330.00 ",1,1,10/04/2012,94, $555 , $82 , $257 , $93 , $61 , $61 ,4,10,3,12,6,0,0,0,0,0,0,0,US,37,0,Adult,2,1109,35
837,1977,Graduation,Married," $54,809.00 ",1,1,09/11/2013,0, $63 , $6 , $57 , $13 , $13 , $22 ,4,2,1,5,4,0,0,0,0,0,0,0,Spain,37,0,Adult,2,174,16
1584,1977,Graduation,Married," $41,443.00 ",1,0,04/01/2014,79, $171 , $7 , $171 , $25 , $19 , $89 ,6,8,1,5,8,0,0,0,0,0,0,0,South Africa,37,0,Adult,1,482,28
